record_id,league,date,split,game_id,game_number,patch,side,team,player,position,champion,outcome,kills,deaths,assists,kda,total_gold,total_cs,damage_to_champions,game_minutes
LPL2025-0001,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Blue,Weibo Gaming,Breathe,top,K'Sante,Win,4,0,3,7.0,14706,314,9830,35.4
LPL2025-0002,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Blue,Weibo Gaming,Tian,jng,Viego,Win,4,0,5,9.0,14586,273,10013,35.4
LPL2025-0003,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Blue,Weibo Gaming,Xiaohu,mid,Aurora,Win,5,1,8,13.0,15720,286,37571,35.4
LPL2025-0004,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Blue,Weibo Gaming,Light,bot,Ashe,Win,3,2,6,4.5,14688,305,15603,35.4
LPL2025-0005,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Blue,Weibo Gaming,Hang,sup,Braum,Win,1,2,11,6.0,9762,38,6292,35.4
LPL2025-0006,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Red,Oh My God,Hery,top,Gnar,Loss,1,2,0,0.5,13675,315,19638,35.4
LPL2025-0007,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Red,Oh My God,Heng,jng,Nocturne,Loss,2,4,1,0.75,11555,233,10950,35.4
LPL2025-0008,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Red,Oh My God,Linfeng,mid,Orianna,Loss,0,3,3,1.0,12645,300,17334,35.4
LPL2025-0009,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Red,Oh My God,Starry,bot,Varus,Loss,2,4,2,1.0,13590,315,15996,35.4
LPL2025-0010,LPL,2025-01-12,Split 1,11715-11715_game_1,1,15.01,Red,Oh My God,Moham,sup,Neeko,Loss,0,4,3,0.75,7787,54,11047,35.4
LPL2025-0011,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Blue,Oh My God,Hery,top,Rumble,Loss,6,1,4,10.0,13540,263,29081,32.5
LPL2025-0012,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Blue,Oh My God,Heng,jng,Maokai,Loss,1,6,7,1.33,10590,182,15910,32.5
LPL2025-0013,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Blue,Oh My God,Linfeng,mid,Ambessa,Loss,4,4,2,1.5,11620,261,18086,32.5
LPL2025-0014,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Blue,Oh My God,Starry,bot,Jhin,Loss,0,3,5,1.67,11488,287,7261,32.5
LPL2025-0015,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Blue,Oh My God,Moham,sup,Rell,Loss,0,4,9,2.25,7043,38,4188,32.5
LPL2025-0016,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Red,Weibo Gaming,Breathe,top,Jayce,Win,5,3,7,4.0,12691,238,16011,32.5
LPL2025-0017,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Red,Weibo Gaming,Tian,jng,Wukong,Win,6,2,6,6.0,13963,236,14116,32.5
LPL2025-0018,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Red,Weibo Gaming,Xiaohu,mid,Viktor,Win,1,3,7,2.67,12778,253,27544,32.5
LPL2025-0019,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Red,Weibo Gaming,Light,bot,Miss Fortune,Win,4,1,9,13.0,17270,325,28417,32.5
LPL2025-0020,LPL,2025-01-12,Split 1,11715-11715_game_2,2,15.01,Red,Weibo Gaming,Hang,sup,Rakan,Win,2,2,11,6.5,9782,37,3938,32.5
LPL2025-0021,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Blue,Oh My God,Hery,top,Aatrox,Loss,1,4,5,1.5,10286,217,13617,33.6
LPL2025-0022,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Blue,Oh My God,Heng,jng,Zyra,Loss,6,6,9,2.5,12359,210,26987,33.6
LPL2025-0023,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Blue,Oh My God,Linfeng,mid,Yone,Loss,6,6,4,1.67,12720,252,15756,33.6
LPL2025-0024,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Blue,Oh My God,Starry,bot,Ziggs,Loss,5,3,9,4.67,14148,299,29811,33.6
LPL2025-0025,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Blue,Oh My God,Moham,sup,Leona,Loss,0,3,13,4.33,8979,51,8634,33.6
LPL2025-0026,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Red,Weibo Gaming,Breathe,top,Jax,Win,8,1,4,12.0,16676,276,14936,33.6
LPL2025-0027,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Red,Weibo Gaming,Tian,jng,Sejuani,Win,0,4,17,4.25,11656,183,14738,33.6
LPL2025-0028,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Red,Weibo Gaming,Xiaohu,mid,Sylas,Win,4,8,7,1.38,12872,220,15814,33.6
LPL2025-0029,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Red,Weibo Gaming,Light,bot,Jinx,Win,8,1,6,14.0,17264,371,32577,33.6
LPL2025-0030,LPL,2025-01-12,Split 1,11715-11715_game_3,3,15.01,Red,Weibo Gaming,Hang,sup,Poppy,Win,2,4,10,3.0,8938,32,7737,33.6
LPL2025-0031,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Blue,LNG Esports,Zika,top,K'Sante,Win,4,1,14,18.0,13958,266,19259,35.0
LPL2025-0032,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Blue,LNG Esports,Weiwei,jng,Pantheon,Win,3,3,6,3.0,12270,240,15107,35.0
LPL2025-0033,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Blue,LNG Esports,haichao,mid,Vladimir,Win,6,1,10,16.0,15193,286,21050,35.0
LPL2025-0034,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Blue,LNG Esports,Photic,bot,Kalista,Win,7,4,4,2.75,16190,295,18410,35.0
LPL2025-0035,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Blue,LNG Esports,Zhuo,sup,Neeko,Win,0,5,8,1.6,7661,34,9986,35.0
LPL2025-0036,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Red,ThunderTalk Gaming,HOYA,top,Rumble,Loss,0,5,6,1.2,10822,234,16997,35.0
LPL2025-0037,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Red,ThunderTalk Gaming,Beichuan,jng,Vi,Loss,2,3,6,2.67,11977,249,10788,35.0
LPL2025-0038,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Red,ThunderTalk Gaming,SeTab,mid,Aurora,Loss,2,4,3,1.25,12861,287,31969,35.0
LPL2025-0039,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Red,ThunderTalk Gaming,1xn,bot,Ezreal,Loss,10,3,3,4.33,16743,304,43278,35.0
LPL2025-0040,LPL,2025-01-13,Split 1,11716-11716_game_1,1,15.01,Red,ThunderTalk Gaming,Feather,sup,Leona,Loss,0,5,6,1.2,7451,46,5610,35.0
LPL2025-0041,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Blue,ThunderTalk Gaming,HOYA,top,Gnar,Win,6,2,10,8.0,14618,274,27219,34.2
LPL2025-0042,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Blue,ThunderTalk Gaming,Beichuan,jng,Wukong,Win,1,2,15,8.0,13132,241,11619,34.2
LPL2025-0043,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Blue,ThunderTalk Gaming,SeTab,mid,Akali,Win,4,0,9,13.0,15151,294,17512,34.2
LPL2025-0044,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Blue,ThunderTalk Gaming,1xn,bot,Kai'Sa,Win,7,1,11,18.0,16261,320,28863,34.2
LPL2025-0045,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Blue,ThunderTalk Gaming,Feather,sup,Rakan,Win,1,2,16,8.5,9634,44,4475,34.2
LPL2025-0046,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Red,LNG Esports,Zika,top,Renekton,Loss,4,3,3,2.33,13155,273,21004,34.2
LPL2025-0047,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Red,LNG Esports,Weiwei,jng,Lee Sin,Loss,3,5,4,1.4,11127,188,11051,34.2
LPL2025-0048,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Red,LNG Esports,haichao,mid,Taliyah,Loss,0,2,2,1.0,11716,295,19917,34.2
LPL2025-0049,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Red,LNG Esports,Photic,bot,Corki,Loss,0,4,3,0.75,12058,295,18960,34.2
LPL2025-0050,LPL,2025-01-13,Split 1,11716-11716_game_2,2,15.01,Red,LNG Esports,Zhuo,sup,Rell,Loss,0,5,4,0.8,7253,38,4561,34.2
LPL2025-0051,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Blue,LNG Esports,Zika,top,Jax,Loss,1,4,1,0.5,10529,248,12842,29.9
LPL2025-0052,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Blue,LNG Esports,Weiwei,jng,Volibear,Loss,4,4,5,2.25,10944,202,13137,29.9
LPL2025-0053,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Blue,LNG Esports,haichao,mid,Yone,Loss,2,2,6,4.0,11911,270,13091,29.9
LPL2025-0054,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Blue,LNG Esports,Photic,bot,Ashe,Loss,2,2,5,3.5,10609,243,17546,29.9
LPL2025-0055,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Blue,LNG Esports,Zhuo,sup,Braum,Loss,0,5,8,1.6,6819,27,4518,29.9
LPL2025-0056,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Red,ThunderTalk Gaming,HOYA,top,Gragas,Win,2,4,10,3.0,10482,209,16847,29.9
LPL2025-0057,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Red,ThunderTalk Gaming,Beichuan,jng,Xin Zhao,Win,1,2,13,7.0,12162,206,18958,29.9
LPL2025-0058,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Red,ThunderTalk Gaming,SeTab,mid,Viktor,Win,5,0,9,14.0,13918,286,29337,29.9
LPL2025-0059,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Red,ThunderTalk Gaming,1xn,bot,Varus,Win,7,2,5,6.0,15016,280,18926,29.9
LPL2025-0060,LPL,2025-01-13,Split 1,11716-11716_game_3,3,15.01,Red,ThunderTalk Gaming,Feather,sup,Karma,Win,2,1,14,16.0,8807,39,8474,29.9
LPL2025-0061,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Blue,LNG Esports,Zika,top,Ambessa,Loss,3,3,3,2.0,14779,328,20353,40.8
LPL2025-0062,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Blue,LNG Esports,Weiwei,jng,Sejuani,Loss,2,4,6,2.0,12740,223,16806,40.8
LPL2025-0063,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Blue,LNG Esports,haichao,mid,Sylas,Loss,3,2,5,4.0,15492,342,20177,40.8
LPL2025-0064,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Blue,LNG Esports,Photic,bot,Twitch,Loss,6,3,6,4.0,18079,354,46990,40.8
LPL2025-0065,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Blue,LNG Esports,Zhuo,sup,Lulu,Loss,0,4,12,3.0,9225,34,6368,40.8
LPL2025-0066,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Red,ThunderTalk Gaming,HOYA,top,Poppy,Win,2,1,6,8.0,15492,288,16311,40.8
LPL2025-0067,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Red,ThunderTalk Gaming,Beichuan,jng,Viego,Win,4,3,10,4.67,15646,287,19880,40.8
LPL2025-0068,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Red,ThunderTalk Gaming,SeTab,mid,Azir,Win,0,6,10,1.67,14728,314,29553,40.8
LPL2025-0069,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Red,ThunderTalk Gaming,1xn,bot,Jinx,Win,8,2,7,7.5,20911,389,42043,40.8
LPL2025-0070,LPL,2025-01-13,Split 1,11716-11716_game_4,4,15.01,Red,ThunderTalk Gaming,Feather,sup,Blitzcrank,Win,1,2,14,7.5,10145,29,9022,40.8
LPL2025-0071,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Blue,Royal Never Give Up,Xiaoxu,top,Jax,Loss,2,4,1,0.75,11828,263,14451,32.2
LPL2025-0072,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Blue,Royal Never Give Up,milkyway,jng,Viego,Loss,0,3,3,1.0,10552,234,7271,32.2
LPL2025-0073,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Blue,Royal Never Give Up,Tangyuan,mid,Orianna,Loss,0,2,4,2.0,11845,316,17256,32.2
LPL2025-0074,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Blue,Royal Never Give Up,JiaQi,bot,Ashe,Loss,3,4,2,1.25,13205,289,15505,32.2
LPL2025-0075,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Blue,Royal Never Give Up,Lele,sup,Braum,Loss,0,3,4,1.33,6627,33,2873,32.2
LPL2025-0076,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Red,FunPlus Phoenix,sheer,top,K'Sante,Win,3,0,10,13.0,14850,308,13209,32.2
LPL2025-0077,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Red,FunPlus Phoenix,sorrow,jng,Vi,Win,2,0,12,14.0,12580,209,7329,32.2
LPL2025-0078,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Red,FunPlus Phoenix,Care,mid,Aurora,Win,5,1,6,11.0,14617,274,18273,32.2
LPL2025-0079,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Red,FunPlus Phoenix,bat,bot,Kalista,Win,6,1,8,14.0,14942,306,15221,32.2
LPL2025-0080,LPL,2025-01-14,Split 1,11717-11717_game_1,1,15.01,Red,FunPlus Phoenix,Jwei,sup,Neeko,Win,0,3,13,4.33,8153,34,9398,32.2
LPL2025-0081,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Blue,Royal Never Give Up,Xiaoxu,top,Ambessa,Win,4,2,8,6.0,13814,285,15204,35.4
LPL2025-0082,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Blue,Royal Never Give Up,milkyway,jng,Lee Sin,Win,4,2,16,10.0,14625,243,14282,35.4
LPL2025-0083,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Blue,Royal Never Give Up,Tangyuan,mid,Akali,Win,4,0,4,8.0,15240,328,15132,35.4
LPL2025-0084,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Blue,Royal Never Give Up,JiaQi,bot,Varus,Win,9,2,10,9.5,18044,343,34497,35.4
LPL2025-0085,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Blue,Royal Never Give Up,Lele,sup,Nautilus,Win,1,2,19,10.0,9756,34,5728,35.4
LPL2025-0086,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Red,FunPlus Phoenix,sheer,top,Jayce,Loss,0,5,4,0.8,11151,255,13607,35.4
LPL2025-0087,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Red,FunPlus Phoenix,sorrow,jng,Wukong,Loss,1,5,2,0.6,10309,198,6007,35.4
LPL2025-0088,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Red,FunPlus Phoenix,Care,mid,Sylas,Loss,4,2,4,4.0,15153,309,24981,35.4
LPL2025-0089,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Red,FunPlus Phoenix,bat,bot,Miss Fortune,Loss,3,5,2,1.0,14756,338,17070,35.4
LPL2025-0090,LPL,2025-01-14,Split 1,11717-11717_game_2,2,15.01,Red,FunPlus Phoenix,Jwei,sup,Rakan,Loss,0,5,6,1.2,8068,48,2835,35.4
LPL2025-0091,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Blue,FunPlus Phoenix,sheer,top,Gnar,Loss,3,2,0,1.5,11788,248,16506,29.1
LPL2025-0092,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Blue,FunPlus Phoenix,sorrow,jng,Sejuani,Loss,0,2,4,2.0,9343,200,7568,29.1
LPL2025-0093,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Blue,FunPlus Phoenix,Care,mid,Taliyah,Loss,1,3,2,1.0,11011,255,16240,29.1
LPL2025-0094,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Blue,FunPlus Phoenix,bat,bot,Jinx,Loss,1,3,3,1.33,10822,250,10606,29.1
LPL2025-0095,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Blue,FunPlus Phoenix,Jwei,sup,Rell,Loss,1,4,4,1.25,6573,32,4214,29.1
LPL2025-0096,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Red,Royal Never Give Up,Xiaoxu,top,Renekton,Win,1,0,5,6.0,11659,247,10137,29.1
LPL2025-0097,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Red,Royal Never Give Up,milkyway,jng,Xin Zhao,Win,3,1,8,11.0,11830,206,13132,29.1
LPL2025-0098,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Red,Royal Never Give Up,Tangyuan,mid,Ahri,Win,4,0,7,11.0,13111,246,10027,29.1
LPL2025-0099,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Red,Royal Never Give Up,JiaQi,bot,Aphelios,Win,5,1,4,9.0,13170,242,16562,29.1
LPL2025-0100,LPL,2025-01-14,Split 1,11717-11717_game_3,3,15.01,Red,Royal Never Give Up,Lele,sup,Thresh,Win,1,4,5,1.5,7209,27,2946,29.1
LPL2025-0101,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Blue,FunPlus Phoenix,sheer,top,Udyr,Loss,1,1,8,9.0,14982,329,14211,44.9
LPL2025-0102,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Blue,FunPlus Phoenix,sorrow,jng,Nidalee,Loss,3,4,6,2.25,15186,273,25847,44.9
LPL2025-0103,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Blue,FunPlus Phoenix,Care,mid,Corki,Loss,6,5,6,2.4,20399,414,33278,44.9
LPL2025-0104,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Blue,FunPlus Phoenix,bat,bot,Sivir,Loss,1,3,10,3.67,17112,402,14822,44.9
LPL2025-0105,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Blue,FunPlus Phoenix,Jwei,sup,Leona,Loss,1,6,7,1.33,10311,51,6071,44.9
LPL2025-0106,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Red,Royal Never Give Up,Xiaoxu,top,Aatrox,Win,3,2,8,5.5,15109,279,17648,44.9
LPL2025-0107,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Red,Royal Never Give Up,milkyway,jng,Karthus,Win,2,3,11,4.33,16674,297,20632,44.9
LPL2025-0108,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Red,Royal Never Give Up,Tangyuan,mid,Yone,Win,3,1,5,8.0,22080,497,23418,44.9
LPL2025-0109,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Red,Royal Never Give Up,JiaQi,bot,Tristana,Win,9,3,5,4.67,22734,460,34001,44.9
LPL2025-0110,LPL,2025-01-14,Split 1,11717-11717_game_4,4,15.01,Red,Royal Never Give Up,Lele,sup,Alistar,Win,2,3,14,5.33,11550,38,6364,44.9
LPL2025-0111,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Blue,Ultra Prime,1Jiang,top,K'Sante,Loss,5,4,7,3.0,14959,274,18269,37.3
LPL2025-0112,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Blue,Ultra Prime,Junhao,jng,Wukong,Loss,4,2,7,5.5,13267,259,13899,37.3
LPL2025-0113,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Blue,Ultra Prime,Saber,mid,Akali,Loss,6,4,4,2.5,15121,266,20652,37.3
LPL2025-0114,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Blue,Ultra Prime,Wako,bot,Ashe,Loss,2,6,9,1.83,15067,342,15239,37.3
LPL2025-0115,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Blue,Ultra Prime,Rosielove,sup,Braum,Loss,0,4,12,3.0,8551,28,8266,37.3
LPL2025-0116,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Red,Weibo Gaming,Breathe,top,Ambessa,Win,7,2,5,6.0,16156,322,24053,37.3
LPL2025-0117,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Red,Weibo Gaming,Tian,jng,Vi,Win,4,6,13,2.83,14455,286,14079,37.3
LPL2025-0118,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Red,Weibo Gaming,Xiaohu,mid,Aurora,Win,4,2,12,8.0,14806,283,42122,37.3
LPL2025-0119,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Red,Weibo Gaming,Light,bot,Varus,Win,3,3,8,3.67,16366,353,16166,37.3
LPL2025-0120,LPL,2025-01-15,Split 1,11718-11718_game_1,1,15.01,Red,Weibo Gaming,Hang,sup,Rell,Win,2,4,13,3.75,9420,45,6466,37.3
LPL2025-0121,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Blue,Ultra Prime,1Jiang,top,Galio,Win,3,0,14,17.0,10899,170,12870,30.8
LPL2025-0122,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Blue,Ultra Prime,Junhao,jng,Viego,Win,6,2,11,8.5,13284,206,11764,30.8
LPL2025-0123,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Blue,Ultra Prime,Saber,mid,Sylas,Win,4,2,12,8.0,11791,190,16891,30.8
LPL2025-0124,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Blue,Ultra Prime,Wako,bot,Kalista,Win,8,2,8,8.0,16091,277,17724,30.8
LPL2025-0125,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Blue,Ultra Prime,Rosielove,sup,Neeko,Win,2,2,16,9.0,9137,23,13168,30.8
LPL2025-0126,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Red,Weibo Gaming,Breathe,top,Rumble,Loss,0,4,3,0.75,9978,201,13967,30.8
LPL2025-0127,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Red,Weibo Gaming,Tian,jng,Lee Sin,Loss,2,5,3,1.0,10906,185,9209,30.8
LPL2025-0128,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Red,Weibo Gaming,Xiaohu,mid,Viktor,Loss,1,4,3,1.0,11446,246,22622,30.8
LPL2025-0129,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Red,Weibo Gaming,Light,bot,Miss Fortune,Loss,3,5,1,0.8,12698,274,18035,30.8
LPL2025-0130,LPL,2025-01-15,Split 1,11718-11718_game_2,2,15.01,Red,Weibo Gaming,Hang,sup,Nautilus,Loss,1,5,2,0.6,7855,30,3351,30.8
LPL2025-0131,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Blue,Weibo Gaming,Breathe,top,Jax,Win,3,1,2,5.0,8738,161,4685,21.4
LPL2025-0132,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Blue,Weibo Gaming,Tian,jng,Pantheon,Win,8,2,10,9.0,10241,156,13126,21.4
LPL2025-0133,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Blue,Weibo Gaming,Xiaohu,mid,Ahri,Win,5,0,13,18.0,9974,180,18126,21.4
LPL2025-0134,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Blue,Weibo Gaming,Light,bot,Corki,Win,3,0,8,11.0,10198,189,15478,21.4
LPL2025-0135,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Blue,Weibo Gaming,Hang,sup,Rakan,Win,0,2,12,6.0,5962,20,4389,21.4
LPL2025-0136,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Red,Ultra Prime,1Jiang,top,Gragas,Loss,1,2,1,1.0,6945,155,8291,21.4
LPL2025-0137,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Red,Ultra Prime,Junhao,jng,Xin Zhao,Loss,1,5,3,0.8,6591,122,6335,21.4
LPL2025-0138,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Red,Ultra Prime,Saber,mid,Taliyah,Loss,1,6,2,0.5,6950,165,9096,21.4
LPL2025-0139,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Red,Ultra Prime,Wako,bot,Ezreal,Loss,1,2,1,1.0,6858,162,10461,21.4
LPL2025-0140,LPL,2025-01-15,Split 1,11718-11718_game_3,3,15.01,Red,Ultra Prime,Rosielove,sup,Leona,Loss,0,4,2,0.5,4685,32,2378,21.4
LPL2025-0141,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Blue,Ultra Prime,1Jiang,top,Udyr,Loss,4,6,1,0.83,9756,177,13498,30.2
LPL2025-0142,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Blue,Ultra Prime,Junhao,jng,Kindred,Loss,0,5,2,0.4,9325,213,11233,30.2
LPL2025-0143,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Blue,Ultra Prime,Saber,mid,Orianna,Loss,1,3,3,1.33,10437,239,10335,30.2
LPL2025-0144,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Blue,Ultra Prime,Wako,bot,Xayah,Loss,1,1,4,5.0,11291,273,16254,30.2
LPL2025-0145,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Blue,Ultra Prime,Rosielove,sup,Bard,Loss,1,5,5,1.2,7285,36,6405,30.2
LPL2025-0146,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Red,Weibo Gaming,Breathe,top,Gnar,Win,1,3,11,4.0,13164,252,17882,30.2
LPL2025-0147,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Red,Weibo Gaming,Tian,jng,Nocturne,Win,4,2,8,6.0,11218,161,9792,30.2
LPL2025-0148,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Red,Weibo Gaming,Xiaohu,mid,Syndra,Win,4,2,8,6.0,13973,301,17542,30.2
LPL2025-0149,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Red,Weibo Gaming,Light,bot,Jinx,Win,11,0,5,16.0,15589,276,34641,30.2
LPL2025-0150,LPL,2025-01-15,Split 1,11718-11718_game_4,4,15.01,Red,Weibo Gaming,Hang,sup,Blitzcrank,Win,0,1,15,15.0,8414,28,8017,30.2
LPL2025-0151,LPL,2025-01-16,Split 1,11719-11719_game_1,1,15.01,Blue,LGD Gaming,sasi,top,K'Sante,Loss,2,3,3,1.67,12929,280,19256,33.5
