record_id,league,date,split,game_id,game_number,patch,side,team,player,position,champion,outcome,kills,deaths,assists,kda,total_gold,total_cs,damage_to_champions,game_minutes
LPL2025-2135,LPL,2025-04-08,Split 2,11974-11974_game_1,1,15.07,Blue,Anyone's Legend,Kael,sup,Poppy,Win,5,2,14,9.5,9180,30,12446,31.3
LPL2025-2136,LPL,2025-04-08,Split 2,11974-11974_game_1,1,15.07,Red,Invictus Gaming,TheShy,top,Jayce,Loss,1,6,3,0.67,11775,252,19715,31.3
LPL2025-2137,LPL,2025-04-08,Split 2,11974-11974_game_1,1,15.07,Red,Invictus Gaming,Jiejie,jng,Sejuani,Loss,1,6,5,1.0,9566,166,13769,31.3
LPL2025-2138,LPL,2025-04-08,Split 2,11974-11974_game_1,1,15.07,Red,Invictus Gaming,Rookie,mid,Yone,Loss,2,5,3,1.0,11241,230,13551,31.3
LPL2025-2139,LPL,2025-04-08,Split 2,11974-11974_game_1,1,15.07,Red,Invictus Gaming,GALA,bot,Ezreal,Loss,3,3,1,1.33,12401,301,22541,31.3
LPL2025-2140,LPL,2025-04-08,Split 2,11974-11974_game_1,1,15.07,Red,Invictus Gaming,Meiko,sup,Alistar,Loss,1,7,2,0.43,6667,21,5022,31.3
LPL2025-2141,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Blue,Invictus Gaming,TheShy,top,Cho'Gath,Loss,2,6,7,1.5,12010,234,23145,39.2
LPL2025-2142,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Blue,Invictus Gaming,Jiejie,jng,Vi,Loss,5,4,10,3.75,15195,237,15624,39.2
LPL2025-2143,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Blue,Invictus Gaming,Rookie,mid,Viktor,Loss,3,3,8,3.67,14208,306,24058,39.2
LPL2025-2144,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Blue,Invictus Gaming,GALA,bot,Miss Fortune,Loss,5,5,8,2.6,16749,357,35629,39.2
LPL2025-2145,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Blue,Invictus Gaming,Meiko,sup,Nautilus,Loss,0,7,12,1.71,8501,38,5804,39.2
LPL2025-2146,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Red,Anyone's Legend,Flandre,top,Sion,Win,0,3,13,4.33,12808,265,17902,39.2
LPL2025-2147,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Red,Anyone's Legend,Tarzan,jng,Xin Zhao,Win,4,3,15,6.33,13896,230,27696,39.2
LPL2025-2148,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Red,Anyone's Legend,Shanks,mid,Taliyah,Win,6,1,13,19.0,16560,325,30440,39.2
LPL2025-2149,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Red,Anyone's Legend,Hope,bot,Kai'Sa,Win,14,3,7,7.0,20121,357,37832,39.2
LPL2025-2150,LPL,2025-04-08,Split 2,11974-11974_game_2,2,15.07,Red,Anyone's Legend,Kael,sup,Rell,Win,1,5,19,4.0,10361,38,7631,39.2
LPL2025-2151,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Blue,LGD Gaming,sasi,top,Gwen,Loss,4,8,9,1.62,17921,324,30768,44.8
LPL2025-2152,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Blue,LGD Gaming,naiyou,jng,Naafiri,Loss,14,4,8,5.5,19841,320,32359,44.8
LPL2025-2153,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Blue,LGD Gaming,xqw,mid,Ryze,Loss,2,6,12,2.33,16678,348,25737,44.8
LPL2025-2154,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Blue,LGD Gaming,Shaoye,bot,Ezreal,Loss,4,4,14,4.5,19536,408,56587,44.8
LPL2025-2155,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Blue,LGD Gaming,Ycx,sup,Nautilus,Loss,0,9,16,1.78,11186,60,10381,44.8
LPL2025-2156,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Red,Oh My God,Hery,top,Gnar,Win,2,5,12,2.8,15969,320,25510,44.8
LPL2025-2157,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Red,Oh My God,Heng,jng,Xin Zhao,Win,2,7,22,3.43,15533,286,22895,44.8
LPL2025-2158,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Red,Oh My God,Linfeng,mid,Aurora,Win,13,2,12,12.5,20570,362,50733,44.8
LPL2025-2159,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Red,Oh My God,Starry,bot,Jhin,Win,14,2,12,13.0,24181,458,47339,44.8
LPL2025-2160,LPL,2025-04-09,Split 2,11975-11975_game_1,1,15.07,Red,Oh My God,Moham,sup,Rell,Win,0,8,27,3.38,10876,42,8594,44.8
LPL2025-2161,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Blue,LGD Gaming,sasi,top,Ambessa,Win,9,1,8,17.0,12377,219,20266,28.6
LPL2025-2162,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Blue,LGD Gaming,naiyou,jng,Vi,Win,2,2,14,8.0,11418,209,11251,28.6
LPL2025-2163,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Blue,LGD Gaming,xqw,mid,Azir,Win,7,2,15,11.0,13310,217,45522,28.6
LPL2025-2164,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Blue,LGD Gaming,Shaoye,bot,Caitlyn,Win,7,1,11,18.0,14252,246,28815,28.6
LPL2025-2165,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Blue,LGD Gaming,Ycx,sup,Neeko,Win,4,1,16,20.0,9391,39,15008,28.6
LPL2025-2166,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Red,Oh My God,Hery,top,Sion,Loss,0,6,4,0.67,8108,181,14153,28.6
LPL2025-2167,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Red,Oh My God,Heng,jng,Poppy,Loss,4,6,3,1.17,10012,141,11468,28.6
LPL2025-2168,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Red,Oh My God,Linfeng,mid,Ahri,Loss,1,5,2,0.6,10220,245,12689,28.6
LPL2025-2169,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Red,Oh My God,Starry,bot,Corki,Loss,1,6,4,0.83,10665,266,17752,28.6
LPL2025-2170,LPL,2025-04-09,Split 2,11975-11975_game_2,2,15.07,Red,Oh My God,Moham,sup,Elise,Loss,1,6,5,1.0,6963,34,8710,28.6
LPL2025-2171,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Blue,Oh My God,Hery,top,Renekton,Loss,4,5,11,3.0,13369,271,21249,34.0
LPL2025-2172,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Blue,Oh My God,Heng,jng,Maokai,Loss,1,4,13,3.5,10609,200,23988,34.0
LPL2025-2173,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Blue,Oh My God,Linfeng,mid,Yasuo,Loss,5,8,8,1.62,13567,290,29687,34.0
LPL2025-2174,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Blue,Oh My God,Starry,bot,Varus,Loss,8,5,9,3.4,15172,296,36524,34.0
LPL2025-2175,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Blue,Oh My God,Moham,sup,Rakan,Loss,0,7,18,2.57,7567,36,6630,34.0
LPL2025-2176,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Red,LGD Gaming,sasi,top,Udyr,Win,3,2,21,12.0,12940,222,28750,34.0
LPL2025-2177,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Red,LGD Gaming,naiyou,jng,Lillia,Win,11,3,13,8.0,15954,265,35944,34.0
LPL2025-2178,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Red,LGD Gaming,xqw,mid,Tristana,Win,7,4,10,4.25,15968,266,39476,34.0
LPL2025-2179,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Red,LGD Gaming,Shaoye,bot,Miss Fortune,Win,7,4,12,4.75,16369,302,34269,34.0
LPL2025-2180,LPL,2025-04-09,Split 2,11975-11975_game_3,3,15.07,Red,LGD Gaming,Ycx,sup,Alistar,Win,1,5,15,3.2,8612,29,4209,34.0
LPL2025-2181,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Blue,JD Gaming,Ale,top,Kennen,Win,3,2,6,4.5,9771,193,11801,24.1
LPL2025-2182,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Blue,JD Gaming,Xun,jng,Vi,Win,5,2,10,7.5,10357,181,7323,24.1
LPL2025-2183,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Blue,JD Gaming,Scout,mid,Ahri,Win,4,0,12,16.0,10768,221,16645,24.1
LPL2025-2184,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Blue,JD Gaming,Peyz,bot,Miss Fortune,Win,5,0,8,13.0,11466,253,12934,24.1
LPL2025-2185,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Blue,JD Gaming,MISSING,sup,Alistar,Win,2,1,15,17.0,6915,25,3189,24.1
LPL2025-2186,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Red,Team WE,Cube,top,Rumble,Loss,0,3,4,1.33,7702,186,8954,24.1
LPL2025-2187,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Red,Team WE,Monki,jng,Gwen,Loss,1,7,3,0.57,7846,159,7471,24.1
LPL2025-2188,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Red,Team WE,Karis,mid,Corki,Loss,3,3,1,1.33,9308,219,15232,24.1
LPL2025-2189,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Red,Team WE,Taeyoon,bot,Jhin,Loss,1,1,0,1.0,8402,224,12813,24.1
LPL2025-2190,LPL,2025-04-09,Split 2,11976-11976_game_1,1,15.07,Red,Team WE,Vampire,sup,Nautilus,Loss,0,5,2,0.4,5097,24,2773,24.1
LPL2025-2191,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Blue,Team WE,Cube,top,Ambessa,Loss,3,2,10,6.5,12346,280,17636,31.8
LPL2025-2192,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Blue,Team WE,Monki,jng,Naafiri,Loss,7,3,8,5.0,13179,227,22147,31.8
LPL2025-2193,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Blue,Team WE,Karis,mid,Aurora,Loss,4,2,8,6.0,11041,218,15912,31.8
LPL2025-2194,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Blue,Team WE,Taeyoon,bot,Kai'Sa,Loss,3,3,4,2.33,11658,256,10774,31.8
LPL2025-2195,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Blue,Team WE,Vampire,sup,Leona,Loss,0,4,14,3.5,7733,33,5315,31.8
LPL2025-2196,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Red,JD Gaming,Ale,top,Jayce,Win,3,2,6,4.5,15162,338,22306,31.8
LPL2025-2197,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Red,JD Gaming,Xun,jng,Xin Zhao,Win,1,4,9,2.5,11457,205,12083,31.8
LPL2025-2198,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Red,JD Gaming,Scout,mid,Viktor,Win,3,3,7,3.33,12888,270,17528,31.8
LPL2025-2199,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Red,JD Gaming,Peyz,bot,Ezreal,Win,7,2,5,6.0,15709,297,26558,31.8
LPL2025-2200,LPL,2025-04-09,Split 2,11976-11976_game_2,2,15.07,Red,JD Gaming,MISSING,sup,Rell,Win,0,6,13,2.17,8371,41,3931,31.8
LPL2025-2201,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Blue,ThunderTalk Gaming,HOYA,top,Aatrox,Loss,2,2,3,2.5,10509,211,12111,29.2
LPL2025-2202,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Blue,ThunderTalk Gaming,Beichuan,jng,Xin Zhao,Loss,0,3,2,0.67,9483,209,5409,29.2
LPL2025-2203,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Blue,ThunderTalk Gaming,SeTab,mid,Ryze,Loss,2,4,4,1.5,12334,258,14824,29.2
LPL2025-2204,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Blue,ThunderTalk Gaming,1xn,bot,Varus,Loss,2,4,2,1.0,11858,283,12800,29.2
LPL2025-2205,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Blue,ThunderTalk Gaming,Feather,sup,Nautilus,Loss,0,4,3,0.75,6466,43,3000,29.2
LPL2025-2206,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Red,Weibo Gaming,Breathe,top,Ambessa,Win,3,1,10,13.0,11407,234,19787,29.2
LPL2025-2207,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Red,Weibo Gaming,Tian,jng,Vi,Win,3,1,8,11.0,11089,232,7893,29.2
LPL2025-2208,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Red,Weibo Gaming,Xiaohu,mid,Ahri,Win,6,1,9,15.0,13001,258,18635,29.2
LPL2025-2209,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Red,Weibo Gaming,Light,bot,Sivir,Win,5,1,9,14.0,13323,290,18054,29.2
LPL2025-2210,LPL,2025-04-10,Split 2,11977-11977_game_1,1,15.07,Red,Weibo Gaming,Hang,sup,Alistar,Win,0,2,11,5.5,6924,30,4477,29.2
LPL2025-2211,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Blue,ThunderTalk Gaming,HOYA,top,Gnar,Loss,0,5,2,0.4,9321,209,8655,29.2
LPL2025-2212,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Blue,ThunderTalk Gaming,Beichuan,jng,Naafiri,Loss,2,3,1,1.0,10579,230,8210,29.2
LPL2025-2213,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Blue,ThunderTalk Gaming,SeTab,mid,Galio,Loss,2,4,5,1.75,10187,216,14856,29.2
LPL2025-2214,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Blue,ThunderTalk Gaming,1xn,bot,Tristana,Loss,3,5,3,1.2,11461,269,14433,29.2
LPL2025-2215,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Blue,ThunderTalk Gaming,Feather,sup,Rell,Loss,0,6,3,0.5,5961,33,2945,29.2
LPL2025-2216,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Red,Weibo Gaming,Breathe,top,Jayce,Win,4,0,11,15.0,13544,262,18634,29.2
LPL2025-2217,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Red,Weibo Gaming,Tian,jng,Skarner,Win,3,1,13,16.0,11089,182,11573,29.2
LPL2025-2218,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Red,Weibo Gaming,Xiaohu,mid,Taliyah,Win,12,1,6,18.0,15715,280,25535,29.2
LPL2025-2219,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Red,Weibo Gaming,Light,bot,Kai'Sa,Win,3,2,11,7.0,12685,239,16272,29.2
LPL2025-2220,LPL,2025-04-10,Split 2,11977-11977_game_2,2,15.07,Red,Weibo Gaming,Hang,sup,Leona,Win,1,3,9,3.33,7315,31,4141,29.2
LPL2025-2221,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Blue,Bilibili Gaming,Bin,top,Ambessa,Loss,0,4,3,0.75,9469,233,11386,29.4
LPL2025-2222,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Blue,Bilibili Gaming,Wei,jng,Skarner,Loss,2,5,7,1.8,8965,165,10689,29.4
LPL2025-2223,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Blue,Bilibili Gaming,Knight,mid,Ahri,Loss,4,1,4,8.0,11998,260,18103,29.4
LPL2025-2224,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Blue,Bilibili Gaming,Elk,bot,Tristana,Loss,3,3,5,2.67,11901,274,18503,29.4
LPL2025-2225,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Blue,Bilibili Gaming,ON,sup,Alistar,Loss,0,7,9,1.29,6335,38,3823,29.4
LPL2025-2226,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Red,Anyone's Legend,Flandre,top,Jayce,Win,3,2,10,6.5,11108,227,21575,29.4
LPL2025-2227,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Red,Anyone's Legend,Tarzan,jng,Xin Zhao,Win,1,0,12,13.0,10462,200,16283,29.4
LPL2025-2228,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Red,Anyone's Legend,Shanks,mid,Taliyah,Win,5,1,11,16.0,12258,256,16497,29.4
LPL2025-2229,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Red,Anyone's Legend,Hope,bot,Kai'Sa,Win,10,1,8,18.0,14520,257,26438,29.4
LPL2025-2230,LPL,2025-04-10,Split 2,11978-11978_game_1,1,15.07,Red,Anyone's Legend,Kael,sup,Nautilus,Win,1,5,12,2.6,7506,33,4913,29.4
LPL2025-2231,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Blue,Bilibili Gaming,Bin,top,Renekton,Win,5,1,6,11.0,14095,278,16897,32.3
LPL2025-2232,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Blue,Bilibili Gaming,Wei,jng,Lillia,Win,5,1,7,12.0,13878,270,18126,32.3
LPL2025-2233,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Blue,Bilibili Gaming,Knight,mid,Yone,Win,4,0,5,9.0,16445,379,19480,32.3
LPL2025-2234,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Blue,Bilibili Gaming,Elk,bot,Jhin,Win,4,0,6,10.0,15309,324,15715,32.3
LPL2025-2235,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Blue,Bilibili Gaming,ON,sup,Rell,Win,2,4,13,3.75,9282,32,6535,32.3
LPL2025-2236,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Red,Anyone's Legend,Flandre,top,Yorick,Loss,1,5,1,0.4,11492,282,20084,32.3
LPL2025-2237,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Red,Anyone's Legend,Tarzan,jng,Maokai,Loss,1,5,3,0.8,9417,179,13984,32.3
LPL2025-2238,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Red,Anyone's Legend,Shanks,mid,Corki,Loss,3,4,1,1.0,13951,308,18992,32.3
LPL2025-2239,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Red,Anyone's Legend,Hope,bot,Miss Fortune,Loss,1,1,1,2.0,13019,334,11812,32.3
LPL2025-2240,LPL,2025-04-10,Split 2,11978-11978_game_2,2,15.07,Red,Anyone's Legend,Kael,sup,Neeko,Loss,0,5,2,0.4,6785,42,9996,32.3
LPL2025-2241,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Blue,Anyone's Legend,Flandre,top,Sejuani,Win,2,2,8,5.0,11739,249,15991,29.9
LPL2025-2242,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Blue,Anyone's Legend,Tarzan,jng,Naafiri,Win,7,0,4,11.0,13213,243,17980,29.9
LPL2025-2243,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Blue,Anyone's Legend,Shanks,mid,Viktor,Win,3,2,9,6.0,11425,228,20405,29.9
LPL2025-2244,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Blue,Anyone's Legend,Hope,bot,Ezreal,Win,3,0,8,11.0,13097,284,26927,29.9
LPL2025-2245,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Blue,Anyone's Legend,Kael,sup,Karma,Win,0,2,13,6.5,7588,43,6236,29.9
LPL2025-2246,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Red,Bilibili Gaming,Bin,top,Sion,Loss,2,2,2,2.0,11611,265,11809,29.9
LPL2025-2247,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Red,Bilibili Gaming,Wei,jng,Viego,Loss,3,3,1,1.33,10115,187,5851,29.9
LPL2025-2248,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Red,Bilibili Gaming,Knight,mid,Ryze,Loss,1,3,3,1.33,10561,238,10835,29.9
LPL2025-2249,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Red,Bilibili Gaming,Elk,bot,Kalista,Loss,0,3,4,1.33,11213,283,13825,29.9
LPL2025-2250,LPL,2025-04-10,Split 2,11978-11978_game_3,3,15.07,Red,Bilibili Gaming,ON,sup,Renata Glasc,Loss,0,4,5,1.25,6697,40,3961,29.9
LPL2025-2251,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Blue,Anyone's Legend,Flandre,top,Yorick,Loss,5,5,5,2.0,19594,437,33307,44.4
LPL2025-2252,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Blue,Anyone's Legend,Tarzan,jng,Xin Zhao,Loss,5,4,6,2.75,15222,255,19598,44.4
LPL2025-2253,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Blue,Anyone's Legend,Shanks,mid,Azir,Loss,5,4,6,2.75,17065,343,52095,44.4
LPL2025-2254,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Blue,Anyone's Legend,Hope,bot,Jinx,Loss,3,4,6,2.25,18665,444,28200,44.4
LPL2025-2255,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Blue,Anyone's Legend,Kael,sup,Braum,Loss,0,2,13,6.5,9447,27,7144,44.4
LPL2025-2256,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Red,FunPlus Phoenix,sheer,top,Sion,Win,1,4,12,3.25,14666,251,23842,44.4
LPL2025-2257,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Red,FunPlus Phoenix,Shad0w,jng,Pantheon,Win,5,4,9,3.5,17789,303,22212,44.4
LPL2025-2258,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Red,FunPlus Phoenix,Care,mid,Taliyah,Win,6,5,10,3.2,21213,414,44432,44.4
LPL2025-2259,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Red,FunPlus Phoenix,Assum,bot,Kai'Sa,Win,7,2,9,8.0,22942,460,36112,44.4
LPL2025-2260,LPL,2025-04-11,Split 2,11979-11979_game_1,1,15.07,Red,FunPlus Phoenix,Jwei,sup,Neeko,Win,0,3,13,4.33,11524,56,13912,44.4
LPL2025-2261,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Blue,Anyone's Legend,Flandre,top,Poppy,Win,4,1,12,16.0,14509,306,19089,36.2
LPL2025-2262,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Blue,Anyone's Legend,Tarzan,jng,Skarner,Win,2,1,14,16.0,12234,225,18209,36.2
LPL2025-2263,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Blue,Anyone's Legend,Shanks,mid,Akali,Win,8,0,9,17.0,16270,341,23302,36.2
LPL2025-2264,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Blue,Anyone's Legend,Hope,bot,Varus,Win,7,2,8,7.5,16336,331,29691,36.2
LPL2025-2265,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Blue,Anyone's Legend,Kael,sup,Alistar,Win,1,1,15,16.0,9180,36,8164,36.2
LPL2025-2266,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Red,FunPlus Phoenix,sheer,top,Ambessa,Loss,3,2,1,2.0,14716,329,16617,36.2
LPL2025-2267,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Red,FunPlus Phoenix,Shad0w,jng,Sejuani,Loss,1,5,4,1.0,10479,193,15649,36.2
LPL2025-2268,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Red,FunPlus Phoenix,Care,mid,Tristana,Loss,1,4,0,0.25,15059,350,15280,36.2
LPL2025-2269,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Red,FunPlus Phoenix,Assum,bot,Ziggs,Loss,0,5,3,0.6,12593,319,27823,36.2
LPL2025-2270,LPL,2025-04-11,Split 2,11979-11979_game_2,2,15.07,Red,FunPlus Phoenix,Jwei,sup,Nautilus,Loss,0,6,3,0.5,7431,47,5914,36.2
LPL2025-2271,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Blue,FunPlus Phoenix,sheer,top,Gnar,Loss,0,2,1,0.5,10929,281,9178,29.4
LPL2025-2272,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Blue,FunPlus Phoenix,Shad0w,jng,Naafiri,Loss,0,2,1,0.5,9305,214,6742,29.4
LPL2025-2273,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Blue,FunPlus Phoenix,Care,mid,Ryze,Loss,2,5,0,0.4,10427,238,9693,29.4
LPL2025-2274,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Blue,FunPlus Phoenix,Assum,bot,Jhin,Loss,0,3,1,0.33,10375,271,8226,29.4
LPL2025-2275,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Blue,FunPlus Phoenix,Jwei,sup,Leona,Loss,0,3,2,0.67,6392,40,2766,29.4
LPL2025-2276,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Red,Anyone's Legend,Flandre,top,Aurora,Win,3,0,7,10.0,12390,281,18450,29.4
LPL2025-2277,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Red,Anyone's Legend,Tarzan,jng,Vi,Win,4,1,5,9.0,11699,229,9387,29.4
LPL2025-2278,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Red,Anyone's Legend,Shanks,mid,Galio,Win,0,0,7,7.0,11019,259,11020,29.4
LPL2025-2279,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Red,Anyone's Legend,Hope,bot,Ezreal,Win,8,0,4,12.0,14850,319,28383,29.4
LPL2025-2280,LPL,2025-04-11,Split 2,11979-11979_game_3,3,15.07,Red,Anyone's Legend,Kael,sup,Karma,Win,0,1,10,10.0,7559,44,4697,29.4
LPL2025-2281,LPL,2025-04-11,Split 2,11980-11980_game_1,1,15.07,Blue,Invictus Gaming,TheShy,top,Sion,Win,3,0,5,8.0,11887,220,13045,34.9
LPL2025-2282,LPL,2025-04-11,Split 2,11980-11980_game_1,1,15.07,Blue,Invictus Gaming,Jiejie,jng,Vi,Win,2,3,9,3.67,13109,253,13096,34.9
LPL2025-2283,LPL,2025-04-11,Split 2,11980-11980_game_1,1,15.07,Blue,Invictus Gaming,Rookie,mid,Azir,Win,2,1,9,11.0,14119,308,19431,34.9
LPL2025-2284,LPL,2025-04-11,Split 2,11980-11980_game_1,1,15.07,Blue,Invictus Gaming,GALA,bot,Miss Fortune,Win,6,0,7,13.0,18118,375,29445,34.9
LPL2025-2285,LPL,2025-04-11,Split 2,11980-11980_game_1,1,15.07,Blue,Invictus Gaming,Meiko,sup,Braum,Win,2,4,11,3.25,9804,31,7211,34.9
LPL2025-2286,LPL,2025-04-11,Split 2,11980-11980_game_1,1,15.07,Red,Top Esports,369,top,Aatrox,Loss,0,2,2,1.0,12973,296,15235,34.9
